                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    2100                                     1524                  1.0000000000000000E+000                  0.0000000000000000E+000                  2.0879727723574964E+006                  6.7763420931975929E+002                  4.7668548182972372E+003                  4.5266482402129516E+007                  9.8783261274822908E+003                 -6.7439486006341065E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6770005965574175E-001                  2.4773275420946789E-001                  0.0000000000000000E+000                  8.4550639977547179E-002                  1.6525156241020483E-005                  1.0000000000000001E+003                  0.0000000000000000E+000                  8.4590773580250513E+001                  1.9011145468575557E-004                  6.9234816356173098E+002                  1.6633101858383176E+002                  7.0650871620934577E-005                  5.6718684406562971E+001                  1.1085022789492086E-002                  6.9111298057979616E+002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9785711367010538E+002                  9.8673908571313368E+003                  9.9766400562354943E+002                  9.8662211345756059E+003                  3.1085553993616730E+008                  5.2495180285361570E+001                  2.2091400677357608E+005                  4.5739799707668133E+007                  4.3207045187548109E+004                  3.1203454600854084E+007                  2.0843481313321616E+004                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.5892557912566164E+013                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210127" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                     grav                                    log_g                                   radius                                radius_cm                               mass_grams                                     mmid                              temperature                                      rho                                 pressure                                     prad                                     pgas                                  logPgas                          pgas_div_ptotal                       net_nuclear_energy                               net_energy 
                                       1                  1.0000000000000001E+003                  3.9946833600547178E+000                  3.6782319250472648E+000                 -9.2262245757325960E+000                  2.2281019384678822E+000                  7.5999999999772960E-001                  2.4000000000227037E-001                  0.0000000000000000E+000                  9.9460000000000907E+023                  2.8088117504804716E-001                 -5.5147736669631020E-001                  9.8783261274822908E+003                  6.8751174182051250E+014                  1.9892000000000000E+036                  9.9999999999975000E+002                  4.7668548183816001E+003                  5.9398492676926930E-010                  1.6908377618843582E+002                  1.3021452460772422E+000                  1.6778163094235859E+002                  2.2247444116949704E+000                  9.9229881615237847E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999950001E+002                  3.9946833600545415E+000                  3.6782319250870716E+000                 -9.2262245754539869E+000                  2.2281019387851142E+000                  7.5999999999772960E-001                  2.4000000000227037E-001                  0.0000000000000000E+000                  4.2289961610168887E+024                  2.8088117504813426E-001                 -5.5147736669617553E-001                  9.8783261274782890E+003                  6.8751174182023400E+014                  1.9891999999990054E+036                  9.9999999999843692E+002                  4.7668548188185214E+003                  5.9398492715032287E-010                  1.6908377631194361E+002                  1.3021452465546512E+000                  1.6778163106538895E+002                  2.2247444120134285E+000                  9.9229881615518023E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999737406E+002                  3.9946833600537826E+000                  3.6782319252657230E+000                 -9.2262245742036182E+000                  2.2281019402088180E+000                  7.5999999999772960E-001                  2.4000000000227048E-001                  0.0000000000000000E+000                  1.9214073913558636E+025                  2.8088117504851901E-001                 -5.5147736669558067E-001                  9.8783261274610250E+003                  6.8751174181903238E+014                  1.9891999999947765E+036                  9.9999999999254453E+002                  4.7668548207794147E+003                  5.9398492886045302E-010                  1.6908377686623399E+002                  1.3021452486972529E+000                  1.6778163161753673E+002                  2.2247444134426360E+000                  9.9229881616775439E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999998771489E+002                  3.9946833600503417E+000                  3.6782319260866871E+000                 -9.2262245684577326E+000                  2.2281019467512388E+000                  7.5999999999772905E-001                  2.4000000000227092E-001                  0.0000000000000000E+000                  8.8515148635925885E+025                  2.8088117505025656E-001                 -5.5147736669289404E-001                  9.8783261273827629E+003                  6.8751174181358550E+014                  1.9891999999755624E+036                  9.9999999996546592E+002                  4.7668548297903926E+003                  5.9398493671910590E-010                  1.6908377941339330E+002                  1.3021452585432438E+000                  1.6778163415485005E+002                  2.2247444200103463E+000                  9.9229881622553728E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999994321706E+002                  3.9946833600344962E+000                  3.6782319286331213E+000                 -9.2262245506353562E+000                  2.2281019670442763E+000                  7.5999999999772760E-001                  2.4000000000227248E-001                  0.0000000000000000E+000                  2.4563538855120001E+026                  2.8088117505825461E-001                 -5.5147736668052760E-001                  9.8783261270223375E+003                  6.8751174178850062E+014                  1.9891999998870472E+036                  9.9999999988147465E+002                  4.7668548577402780E+003                  5.9398496109478576E-010                  1.6908378731407737E+002                  1.3021452890831386E+000                  1.6778164202499423E+002                  2.2247444403818255E+000                  9.9229881640476636E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999981973258E+002                  3.9946833599905167E+000                  3.6782319375532113E+000                 -9.2262244882041013E+000                  2.2281020381301913E+000                  7.5999999999772228E-001                  2.4000000000227772E-001                  0.0000000000000000E+000                  9.2488427779827186E+026                  2.8088117508045785E-001                 -5.5147736664619729E-001                  9.8783261260219933E+003                  6.8751174171887875E+014                  1.9891999996414118E+036                  9.9999999958725607E+002                  4.7668549556479802E+003                  5.9398504648207593E-010                  1.6908381498994527E+002                  1.3021453960635780E+000                  1.6778166959388170E+002                  2.2247445117425215E+000                  9.9229881703260003E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999935477956E+002                  3.9946833598249207E+000                  3.6782319688207932E+000                 -9.2262242693640868E+000                  2.2281022873073772E+000                  7.5999999999770385E-001                  2.4000000000229618E-001                  0.0000000000000000E+000                  3.1781353754758115E+027                  2.8088117516406047E-001                 -5.5147736651693202E-001                  9.8783261222554029E+003                  6.8751174145673150E+014                  1.9891999987165275E+036                  9.9999999855593194E+002                  4.7668552988437623E+003                  5.9398534578988302E-010                  1.6908391200209499E+002                  1.3021457710620707E+000                  1.6778176623103292E+002                  2.2247447618828944E+000                  9.9229881923334051E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999775708443E+002                  3.9946833592558963E+000                  3.6782320581576458E+000                 -9.2262236441024097E+000                  2.2281029992475800E+000                  7.5999999999764922E-001                  2.4000000000235081E-001                  0.0000000000000000E+000                  8.5448793991055770E+027                  2.8088117545133395E-001                 -5.5147736607275388E-001                  9.8783261093125566E+003                  6.8751174055593538E+014                  1.9891999955383923E+036                  9.9999999560926631E+002                  4.7668562794131922E+003                  5.9398620096202249E-010                  1.6908418918206920E+002                  1.3021468424977660E+000                  1.6778204233957143E+002                  2.2247454765750732E+000                  9.9229882552119875E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999346144830E+002                  3.9946833577259948E+000                  3.6782321883930464E+000                 -9.2262227326013875E+000                  2.2281040371087570E+000                  7.5999999999759393E-001                  2.4000000000240618E-001                  0.0000000000000000E+000                  8.5448793991055770E+027                  2.8088117622370706E-001                 -5.5147736487852161E-001                  9.8783260745138923E+003                  6.8751173813401788E+014                  1.9891999869935127E+036                  9.9999999131363029E+002                  4.7668577088891734E+003                  5.9398744762671599E-010                  1.6908459325380531E+002                  1.3021484044399465E+000                  1.6778244484936536E+002                  2.2247465184480308E+000                  9.9229883468752622E-001                  0.0000000000000000E+000                  0.0000000000000000E+000 
