                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     300                                     3075                  3.0000000000000000E+002                  0.0000000000000000E+000                  4.5479902572048394E+002                  2.1657105986689732E+001                  7.3849683216786114E+004                  6.4026091166888997E+006                  1.5478898675194541E+001                 -7.4110767569522089E+000                  7.6000267859699666E-001                  3.7918535398686014E-010                  2.3999732102381807E-001                  2.0901374290243947E-027                  6.7454563900554255E-026                  3.6859299631928578E-028                  5.4834677399406027E-044                  3.0000000000000000E+002                  0.0000000000000000E+000                  2.2800080237480503E+002                  1.5319809379395639E-004                  7.1999044427100898E+001                  5.0081060524495523E-025                  1.8088507659722257E-023                  9.8443098068532121E-026                  1.4509199970354230E-041                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999999985491962E+002                  1.5415386491519373E+001                  2.9999999832740974E+002                  1.5324499838526016E+001                  3.5203271913875906E+004                  2.1316946850759625E+004                  4.6855898046005436E+005                  3.9903536998320819E+003                  3.9903536998320819E+003                  9.6882341068819931E-016                  1.4175750738899433E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4352615866264107E+010                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210127" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       dm                                     grav                                    log_g                                   radius                                radius_cm                               mass_grams                                     mmid                              temperature                                      rho                                 pressure                                     prad                                     pgas                                  logPgas                          pgas_div_ptotal                       net_nuclear_energy                               net_energy 
                                       1                  3.0000000000000000E+002                  1.1897400573610271E+000                  4.8690986371701745E+000                 -8.8959195665063309E+000                  4.9480372880070780E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  5.9675999999869115E+023                  3.4318673535175010E+004                  4.5355304934107332E+000                  1.5478898675194541E+001                  1.0773003899961897E+012                  5.9675999999999998E+035                  2.9999999999984999E+002                  7.3977327363882388E+004                  1.2708094436315740E-009                  8.8723218546680189E+004                  7.5531181501771309E+004                  1.3192037044908877E+004                  4.1203118621920209E+000                  1.4868753930481135E-001                  0.0000000000000000E+000                 -2.8552503511410641E+000 
                                       2                  2.9999999999970004E+002                  1.1897270765227608E+000                  4.8704498918200496E+000                 -8.8866272839012694E+000                  4.9542252701420297E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218543257E+023                  3.4320725131395426E+004                  4.5355564550868310E+000                  1.5478436025803836E+001                  1.0772681905238954E+012                  5.9675999999940326E+035                  2.9999999999957805E+002                  7.4207857299937910E+004                  1.2982930017366953E-009                  8.9996427525498089E+004                  7.6477079860354148E+004                  1.3519347665143938E+004                  4.1309557365565608E+000                  1.5022093695123165E-001                  0.0000000000000000E+000                 -2.8391942311842611E+000 
                                       3                  2.9999999999945607E+002                  1.1897167439103289E+000                  4.8716505281726041E+000                 -8.8785571461079549E+000                  4.9597020143637627E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218543358E+023                  3.4322358268343261E+004                  4.5355771203113422E+000                  1.5478067771578539E+001                  1.0772425607663231E+012                  5.9675999999891796E+035                  2.9999999999933408E+002                  7.4413293761266774E+004                  1.3226436581118817E-009                  9.1138528934681643E+004                  7.7327477313917407E+004                  1.3811051620764236E+004                  4.1402267485067039E+000                  1.5153911065058470E-001                  0.0000000000000000E+000                 -2.8258417975339882E+000 
                                       4                  2.9999999999921215E+002                  1.1897066008101354E+000                  4.8725430462311996E+000                 -8.8726366385301212E+000                  4.9637650971835630E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  2.4262437109271233E+023                  3.4323961527229534E+004                  4.5355974065113758E+000                  1.5477706280089643E+001                  1.0772174016816790E+012                  5.9675999999843274E+035                  2.9999999999915116E+002                  7.4566377677670767E+004                  1.3407980246926258E-009                  9.1995185017845521E+004                  7.7965759602109247E+004                  1.4029425415736268E+004                  4.1470398845789616E+000                  1.5250173596601599E-001                  0.0000000000000000E+000                 -2.8162728896769451E+000 
                                       5                  2.9999999999909016E+002                  1.1897015976669572E+000                  4.8731351257812667E+000                 -8.8687692462582763E+000                  4.9664529769482897E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  2.4262437109271280E+023                  3.4324752371582530E+004                  4.5356074127975559E+000                  1.5477527975419029E+001                  1.0772049920332136E+012                  5.9675999999819013E+035                  2.9999999999902917E+002                  7.4668104357348071E+004                  1.3527911509661964E-009                  9.2566315390741423E+004                  7.8392088089112818E+004                  1.4174227301628607E+004                  4.1514993929416200E+000                  1.5312511081159796E-001                  0.0000000000000000E+000                 -2.8102469464044448E+000 
                                       6                  2.9999999999896818E+002                  1.1896966387083578E+000                  4.8740188709673182E+000                 -8.8630831928315637E+000                  4.9704540420466339E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218543452E+023                  3.4325536249681878E+004                  4.5356173307145777E+000                  1.5477351247448828E+001                  1.0771926921199436E+012                  5.9675999999794752E+035                  2.9999999999884625E+002                  7.4820201068461436E+004                  1.3706191871593130E-009                  9.3423050079431225E+004                  7.9032771771530170E+004                  1.4390278307901057E+004                  4.1580691932706504E+000                  1.5403348847705131E-001                  0.0000000000000000E+000                 -2.8017226881533182E+000 
                                       7                  2.9999999999872426E+002                  1.1896868492976982E+000                  4.8751868397225060E+000                 -8.8556558060937682E+000                  4.9757325670057808E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218541788E+023                  3.4327083745000738E+004                  4.5356369095355440E+000                  1.5477002377163862E+001                  1.0771684114458505E+012                  5.9675999999746229E+035                  2.9999999999860228E+002                  7.5021689399646741E+004                  1.3942613671730776E-009                  9.4565465997605046E+004                  7.9887547437332236E+004                  1.4677918560272816E+004                  4.1666644737081908E+000                  1.5521436293291832E-001                  0.0000000000000000E+000                 -2.7908730965377653E+000 
                                       8                  2.9999999999848029E+002                  1.1896772252386105E+000                  4.8763442031705972E+000                 -8.8484210675970267E+000                  4.9809481646168718E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218541888E+023                  3.4328605169799157E+004                  4.5356561576533663E+000                  1.5476659407263952E+001                  1.0771445414267566E+012                  5.9675999999697700E+035                  2.9999999999835836E+002                  7.5221883419866062E+004                  1.4176823497754841E-009                  9.5707983184995421E+004                  8.0743680588054805E+004                  1.4964302596940619E+004                  4.1750564815933187E+000                  1.5635375544395175E-001                  0.0000000000000000E+000                 -2.7807761635461836E+000 
                                       9                  2.9999999999823638E+002                  1.1896677595508005E+000                  4.8774911038569329E+000                 -8.8413694940039456E+000                  4.9861023154928015E+000                  7.6000000000000001E-001                  2.3999999999999996E-001                  0.0000000000000000E+000                  4.8524874218543137E+023                  3.4330101624160896E+004                  4.5356750890286328E+000                  1.5476322088610567E+001                  1.0771210647231183E+012                  5.9675999999649177E+035                  2.9999999999811439E+002                  7.5420794639842105E+004                  1.4408889339937036E-009                  9.6850599983896769E+004                  8.1601124765248853E+004                  1.5249475218647922E+004                  4.1832548985308771E+000                  1.5745359575659246E-001                  0.0000000000000000E+000                 -2.7713925693629049E+000 
